"orderid","orderdate","region","store","category","subcategory","product","channel","unitssold","unitprice","discountpct","revenue","profit","returned","customersatisfaction","customerid","paymentmethod"
"ORD-0346","2025-02-07","East","S001","Electronics","Audio","Wireless Headphones","Physical",3,"89.99","0.05","256.47","64.12","No","4.4","CUST-1345","Credit Card"
"ORD-0347","2025-03-08","West","S004","Office Supplies","Writing","Notebook","Online",16,"7.99","0.00","127.84","44.74","No","4.3","CUST-1346","Bank Transfer"
"ORD-0348","2025-04-07","North","S005","Furniture","Shelving","Bookshelf","Physical",2,"179.99","0.00","359.98","125.99","No","4.7","CUST-1347","Cash"
"ORD-0349","2025-05-08","South","S002","Electronics","Wearables","Smart Watch","Online",2,"149.99","0.15","254.98","50.99","Yes","2.8","CUST-1348","Debit Card"
"ORD-0350","2025-06-07","East","S006","Office Supplies","Paper","Printer Paper","Physical",28,"12.50","0.00","350.00","122.50","No","4.0","CUST-1349","Mobile Payment"
"ORD-0351","2025-07-08","West","S003","Furniture","Storage","Storage Cabinet","Online",1,"249.99","0.00","249.99","87.50","No","4.5","CUST-1350","Credit Card"
"ORD-0352","2025-08-07","North","S001","Electronics","Accessories","Smartphone Accessories","Physical",6,"29.99","0.20","143.95","43.19","No","4.2","CUST-1351","Bank Transfer"
"ORD-0353","2025-09-06","South","S004","Electronics","Audio","Wireless Headphones","Online",5,"89.99","0.30","314.97","62.99","Yes","1.9","CUST-1352","Cash"
"ORD-0354","2025-10-07","East","S005","Furniture","Desks","Desk","Physical",2,"349.50","0.00","699.00","244.65","No","4.8","CUST-1353","Debit Card"
"ORD-0355","2025-11-06","West","S002","Office Supplies","Writing","Pen Set","Online",14,"8.99","0.00","125.86","44.05","No","4.4","CUST-1354","Mobile Payment"
"ORD-0356","2025-12-08","North","S006","Electronics","Audio","Bluetooth Speaker","Physical",7,"59.99","0.00","419.93","104.98","No","4.3","CUST-1355","Credit Card"
"ORD-0357","2025-01-06","South","S003","Furniture","Shelving","Bookshelf","Online",1,"179.99","0.00","179.99","63.00","No","3.8","CUST-1356","Bank Transfer"
"ORD-0358","2025-02-05","East","S001","Office Supplies","Paper","Notebook","Physical",20,"7.99","0.00","159.80","55.93","No","4.1","CUST-1357","Cash"
"ORD-0359","2025-03-06","West","S004","Electronics","Wearables","Smart Watch","Online",3,"149.99","0.05","427.47","85.49","No","4.5","CUST-1358","Debit Card"
"ORD-0360","2025-04-05","North","S005","Furniture","Seating","Office Chair","Physical",3,"199.50","0.00","598.50","209.48","No","4.9","CUST-1359","Mobile Payment"
"ORD-0361","2025-05-06","South","S002","Electronics","Audio","Bluetooth Speaker","Online",6,"59.99","0.15","305.94","61.19","Yes","2.6","CUST-1360","Credit Card"
"ORD-0362","2025-06-05","East","S006","Office Supplies","Storage","File Folder","Physical",25,"3.99","0.00","99.75","34.91","No","4.2","CUST-1361","Bank Transfer"
"ORD-0363","2025-07-06","West","S003","Furniture","Desks","Desk","Online",2,"349.50","0.00","699.00","244.65","No","4.6","CUST-1362","Cash"
"ORD-0364","2025-08-05","North","S001","Electronics","Audio","Wireless Headphones","Physical",4,"89.99","0.10","323.96","80.99","No","4.4","CUST-1363","Debit Card"
"ORD-0365","2025-09-04","South","S004","Electronics","Accessories","Smartphone Accessories","Online",9,"29.99","0.20","215.93","64.78","Yes","2.5","CUST-1364","Mobile Payment"
"ORD-0366","2025-10-05","East","S005","Office Supplies","Writing","Notebook","Physical",18,"7.99","0.00","143.82","50.34","No","4.3","CUST-1365","Credit Card"
"ORD-0367","2025-11-04","West","S002","Furniture","Storage","Storage Cabinet","Online",1,"249.99","0.00","249.99","87.50","No","4.7","CUST-1366","Bank Transfer"
"ORD-0368","2025-12-06","North","S006","Electronics","Wearables","Smart Watch","Physical",3,"149.99","0.00","449.97","89.99","No","4.6","CUST-1367","Cash"
"ORD-0369","2025-01-04","South","S003","Office Supplies","Paper","Printer Paper","Online",15,"12.50","0.00","187.50","65.62","No","3.7","CUST-1368","Debit Card"
"ORD-0370","2025-02-03","East","S001","Furniture","Shelving","Bookshelf","Physical",2,"179.99","0.00","359.98","125.99","No","4.8","CUST-1369","Mobile Payment"
"ORD-0371","2025-03-04","West","S004","Electronics","Audio","Bluetooth Speaker","Online",5,"59.99","0.10","269.96","67.49","No","4.1","CUST-1370","Credit Card"
"ORD-0372","2025-04-03","North","S005","Office Supplies","Writing","Pen Set","Physical",12,"8.99","0.00","107.88","37.76","No","4.0","CUST-1371","Bank Transfer"
"ORD-0373","2025-05-04","South","S002","Electronics","Wearables","Smart Watch","Online",2,"149.99","0.20","239.98","47.99","Yes","2.7","CUST-1372","Cash"
"ORD-0374","2025-06-03","East","S006","Furniture","Seating","Office Chair","Physical",3,"199.50","0.00","598.50","209.48","No","4.7","CUST-1373","Debit Card"
"ORD-0375","2025-07-04","West","S003","Office Supplies","Paper","Notebook","Online",20,"7.99","0.00","159.80","55.93","No","4.3","CUST-1374","Mobile Payment"
"ORD-0376","2025-08-03","North","S001","Electronics","Accessories","Smartphone Accessories","Physical",8,"29.99","0.05","227.92","68.38","No","4.2","CUST-1375","Credit Card"
"ORD-0377","2025-09-02","South","S004","Electronics","Audio","Wireless Headphones","Online",4,"89.99","0.25","269.97","53.99","Yes","2.1","CUST-1376","Bank Transfer"
"ORD-0378","2025-10-03","East","S005","Furniture","Desks","Desk","Physical",1,"349.50","0.00","349.50","122.32","No","4.9","CUST-1377","Cash"
"ORD-0379","2025-11-02","West","S002","Office Supplies","Storage","File Folder","Online",30,"3.99","0.00","119.70","41.89","No","4.1","CUST-1378","Debit Card"
"ORD-0380","2025-12-04","North","S006","Electronics","Audio","Bluetooth Speaker","Physical",5,"59.99","0.00","299.95","74.98","No","4.4","CUST-1379","Mobile Payment"
"ORD-0381","2025-01-02","South","S003","Furniture","Storage","Storage Cabinet","Online",2,"249.99","0.00","499.98","174.99","No","3.9","CUST-1380","Credit Card"
"ORD-0382","2025-02-01","East","S001","Office Supplies","Writing","Notebook","Physical",16,"7.99","0.00","127.84","44.74","No","4.2","CUST-1381","Bank Transfer"
"ORD-0383","2025-03-02","West","S004","Electronics","Wearables","Smart Watch","Online",3,"149.99","0.00","449.97","89.99","No","4.6","CUST-1382","Cash"
"ORD-0384","2025-04-01","North","S005","Furniture","Shelving","Bookshelf","Physical",2,"179.99","0.00","359.98","125.99","No","4.7","CUST-1383","Debit Card"
"ORD-0385","2025-05-02","South","S002","Electronics","Audio","Wireless Headphones","Online",3,"89.99","0.15","229.47","45.89","Yes","2.9","CUST-1384","Mobile Payment"
"ORD-0386","2025-06-01","East","S006","Office Supplies","Paper","Printer Paper","Physical",22,"12.50","0.00","275.00","96.25","No","4.0","CUST-1385","Credit Card"
"ORD-0387","2025-07-02","West","S003","Furniture","Desks","Desk","Online",1,"349.50","0.00","349.50","122.32","No","4.5","CUST-1386","Bank Transfer"
"ORD-0388","2025-08-01","North","S001","Electronics","Accessories","Smartphone Accessories","Physical",7,"29.99","0.10","188.94","56.68","No","4.3","CUST-1387","Cash"
"ORD-0389","2025-09-01","South","S004","Electronics","Audio","Bluetooth Speaker","Online",6,"59.99","0.20","287.95","57.59","Yes","2.0","CUST-1388","Debit Card"
"ORD-0390","2025-10-01","East","S005","Furniture","Seating","Office Chair","Physical",4,"199.50","0.00","798.00","279.30","No","4.8","CUST-1389","Mobile Payment"
"ORD-0391","2025-11-01","West","S002","Office Supplies","Writing","Pen Set","Online",10,"8.99","0.00","89.90","31.46","No","4.4","CUST-1390","Credit Card"
"ORD-0392","2025-12-01","North","S006","Electronics","Wearables","Smart Watch","Physical",3,"149.99","0.00","449.97","89.99","No","4.6","CUST-1391","Bank Transfer"
"ORD-0393","2025-01-01","South","S003","Furniture","Shelving","Bookshelf","Online",2,"179.99","0.00","359.98","125.99","No","4.0","CUST-1392","Cash"
"ORD-0394","2025-02-28","East","S001","Electronics","Audio","Wireless Headphones","Physical",4,"89.99","0.05","341.96","85.49","No","4.5","CUST-1393","Debit Card"
"ORD-0395","2025-03-29","West","S004","Office Supplies","Paper","Notebook","Online",18,"7.99","0.00","143.82","50.34","No","4.3","CUST-1394","Mobile Payment"
"ORD-0396","2025-04-28","North","S005","Furniture","Storage","Storage Cabinet","Physical",1,"249.99","0.00","249.99","87.50","No","4.7","CUST-1395","Credit Card"
"ORD-0397","2025-05-29","South","S002","Electronics","Wearables","Smart Watch","Online",3,"149.99","0.10","404.97","80.99","Yes","2.4","CUST-1396","Bank Transfer"
"ORD-0398","2025-06-28","East","S006","Office Supplies","Writing","Pen Set","Physical",14,"8.99","0.00","125.86","44.05","No","4.1","CUST-1397","Cash"
"ORD-0399","2025-07-29","West","S003","Furniture","Desks","Desk","Online",2,"349.50","0.00","699.00","244.65","No","4.6","CUST-1398","Debit Card"
"ORD-0400","2025-08-28","North","S001","Electronics","Accessories","Smartphone Accessories","Physical",9,"29.99","0.15","229.42","68.83","No","4.2","CUST-1399","Mobile Payment"
